_id,id,AgencyName,PrimaryManagerFirst,PrimaryManagerLast,PrimaryManagerEmail,AgencyFacebookLink,AgencyTwitterLink,AgencyPhone,Address,AgencyAddress,Addition,Street Address,AgencyCity,AgencyState,AgencyPostal,AgencyUrl,WhatWeDo,longitude,latitude
149,156,Greening Cream & Crimson -IU Athletics,Caryn,Hojnicki,gcc@indiana.edu,,,1-812-856-6969,"1001 E. 17th Street, Bloomington, IN, 47408",1001 E. 17th Street,Memorial Stadium,1001 E 17th St,Bloomington,IN,47408,http://iuhoosiers.com/sports/2015/4/1/GEN_2014010136.aspx?path=sustainability,"MISSION of Greening Cream and Crimson is to improve the sustainable systems within the Athletic Department that are already in place, and create a long-term strategic sustainability plan that emphasizes our vision of being the Greenest Athletics Department within the Big Ten.GOALSContinued implementation & improvement of day-to-day sustainability practices throughout the Athletics Department.Continued implementation & improvement of Game Day sustainability practices including expanded efforts throughout all Athletics facilities.To increase communication & education on athletics sustainability practices resulting in a large network of involved & interested individuals.OUTCOME24 Sports, One Team all joined together to bring social, economic and environmental justice to the community of Indiana University, the City of Bloomington and the State of Indiana.",-86.522156,39.180915
150,157,Groups Scholars Program,Jessica,David,jldavid@indiana.edu,https://www.facebook.com/GroupsProgram/,,1-812-855-0507,"750 E. Kirkwood Ave, Bloomington, IN, 47405",750 E. Kirkwood Ave,Maxwell Hall 200,750 E Kirkwood Ave,Bloomington,IN,47405,,"The Groups Scholars program was first established as Groups in 1968 to address low college attendance rates among underrepresented students at Indiana University. Funded by the Higher Education Act of 1965, and supported by the Universitys strong commitment of additional resources and services, the Groups Scholars Program admits more than 300 students yearly, and has an alumni roster of close to 12,000 individuals. The program is now fully funded by Indiana University, and is a part of Diversity, Equity, and Multicultural Affairs (DEMA).",-86.525194,39.167018
151,158,Habitat for Humanity - IU Chapter,Sam,Barrido,sburrito@comcast.net,,,1-812-361-0920,"IMU Tower Suite 475, Bloomington, IN, 47405",900 E 7th ST Suite 475,IMU Tower Suite 475,900 E 7th ST Suite 475,Bloomington,IN,47405,http://www.indiana.edu/~habitat/,"By partnering with the Monroe County affiliate of Habitat for Humanity, the IU chapter seeks to help eliminate substandard housing in Monroe County.",-86.607105,39.109395
152,159,Habitat for Humanity of Monroe County,Cindy,Chen,vsl@monroecountyhabitat.org,,,1-812-331-4069,"213 E. Kirkwood Ave., Bloomington, IN, 47408",213 E. Kirkwood Ave.,,213 E Kirkwood Ave,Bloomington,IN,47408,http://www.monroecountyhabitat.org,"Habitat for Humanity of Monroe County's mission is to eliminate poverty housing by building simple, decent, affordable homes in partnership with qualifying families. Habitat homeowners pay interest-free, no-profit mortgages, which are used to build more Habitat houses. Because houses are principally built with volunteer labor, mortgage payments are affordable for low-income partners. Habitat partner families, are selected based on their need for housing, ability to repay the no-interest mortgage and willingness to partner with Habitat by earning 250 hours of ?sweat equity? or volunteer time. Through the work of thousands of volunteers and organizations, Habitat for Humanity of Monroe County has built more than 150 homes.",-86.532183,39.166557
153,160,Habitat for Humanity of Monroe County - ReStore,Meagan,Mabrey,mabrey@monroecountyhabitat.org,https://www.facebook.com/monroecountyrestore/,,1-812-331-2660,"850 S. Auto Mall Road, Bloomington, IN, 47401",850 S. Auto Mall Road,-,850 S Auto Mall Rd,Bloomington,IN,47401,http://www.monroecountyhabitat.org/restore,"The Monroe County Habitat ReStore is a discount home improvement store that sells new and like-new furniture, appliances, building materials and more. The ReStore inventory comes from donations of goods from amazing people like you! The proceeds from our sales fund new homes for low-income families in need, right here in Monroe County. By volunteering at the ReStore, you are helping us build the next Habitat house for a family in need in Monroe County. Volunteers meet fun, engaging new people while keeping items out of overflowing landfills.",-86.496536,39.15667
154,161,"Hannah Center, Inc.",Nate,Tomson,nate@hannahcenter.org,,http://twitter.com/thehannahcenter,1-812-334-0104,"808 N. College Ave., Bloomington, IN, 47404",808 N. College Ave.,,808 N College Ave,Bloomington,IN,47404,http://www.hannahcenter.org,"A life-affirming Christian ministry providing free services including: assistance with practical needs, pregnancy testing, prenatal and childbirth classes, parenting classes, life skills education case management spiritual support and 24-hour Client Helpline.",-86.534424,39.174435
155,162,Harmony School,Jamie,Schmiechen,jschmiechen@harmonyschool.org,,,1-812-334-8349,"909 E. 2nd St., Bloomington, IN, 47402",909 E. 2nd St.,,909 E 2nd St,Bloomington,IN,47402,http://www.harmonyschool.org,An independent pre-K through 12th grade school providing quality education to youth ages 3 to 18 from a wide range of economic and educational backgrounds. Harmony School emphasizes academic excellence personal and interpersonal responsibility and cooperation self-expression self-esteem community service and conservation awareness.,-86.521446,39.161655
156,163,HealthLINC,Fiona,Taggart,fionataggart@healthlinc.org,,,812-353-4019,"714 S Rogers, Bloomington, IN, 47404",714 S Rogers,4th floor,714 S Rogers,Bloomington,IN,47404,http://www.healthlinc.org,"HealthLINC is a not-for-profit corporation, which through its technology and business partnership with HealthBridge, supports health information technology (HIT) adoption, health information exchange (HIE), and innovative use of information for improved health care outcomes.  For well over a decade, HealthBridge has been recognized as one of the nation?s largest, most advanced, and most financially sustainable health information exchanges (HIE).",-86.538678,39.159248
157,164,HearthStone Health Campus,Tracy,Keith,tracy.keith@hearthstonehc.com,,,1-812-333-7622,"3043 North Lintel Drive, Bloomington, IN, 47404",3043 North Lintel Drive,,3043 N Lintel Dr,Bloomington,IN,47404,http://www.hearthstonehc.com,"Cultural Leadership is the driver for our success, and our cultural map that guides us on our journey is our Mission Statement: We are committed to exceeding our customer's expectations. Excellence is achieved by execution of our Trilogy Service Standards. The right employees make the difference. A servant's heart is the key to success. The team approach works best. Let everyone contribute to his or her fullest potential Pay attention to the details. The details separate the winners from the losers. Take what the company is doing very seriously, but not yourself. Our company has zero tolerance for egos or politics.",-86.57825,39.193656
158,165,Help Build a Better Life Corp.,Moises,Lopez Sandoval,helpbuildabetterlifecorp@gmail.com,https://www.facebook.com/helpbuildabetterlifecorporation,,1-812-679-6137,", Bloomington, IN, 47401",,,,Bloomington,IN,47401,http://www.helpbuildabetterlife.org,"Help Build a Better Life Corp. provides opportunities for people with disabilities and their families to build a stronger community, providing individualized services, by working together to enhance life condition in the community.",-86.5,39.16
159,166,Heritage Hall Ramblers Dixieland Band,Gary,Wiggins,g.wiggins@comcast.net,,,1-812-332-6861,", Bloomington, IN, 47402",,PO Box 237,,Bloomington,IN,47402,http://hoosierpewter.com/Dixieland/,The Hoosiers Hills Dixieland Band is a musical group affiliated with the Bloomington Community Band. The Bloomington Community Band exists to inspire music lovers to perform and stimulate the appreciation of community concert band music all year round.,-86.531389,39.14621
160,167,Hinkle-Garton Farmstead,Danielle,Bachant-Bell,hgfvolunteers@gmail.com,https://www.facebook.com/HinkleGartonFarmstead,,1-812-336-6141,"2920 E. 10th St. , Bloomington, IN, 47408",2920 E. 10th St. ,"Bloomington Restorations, Inc.",2920 E 10th St,Bloomington,IN,47408,https://www.bloomingtonrestorations.org,"The Hinkle-Garton Farmstead is owned by Bloomington Restorations, Inc. However, all programming and activities at the site are accomplished by volunteers. We produce maple syrup, propagate and sell native plants, make jams and jellies, maintain a small orchard, have numerous volunteer gardening and grounds opportunities and much more. We also work in partnership with MC-IRIS, Glenn A. Black Lab, the IU Campus Farm and others in accomplishing additional projects around the site.",-86.496667,39.17149
161,168,Homeward Bound,Stephanie,Shelton,hbbloomingtonvol@gmail.com,,,812-339-9771,", Bloomington, IN, 47402",,PO Box 3126,,Bloomington,IN,47402,http://www.homewardboundindiana.org/bloomington,Homeward Bound is an annual 5K walk that raises funding for and awareness about affordable housing and homelessness issues.,-86.531389,39.14621
162,169,Hoosier Fit Expo-Philanthropy Division,Carl,Lamb,carl@hoosierfit.org,,,812-822-0740,"400 West Seventh Street  Suite 301, Bloomington, IN, 47404",400 West Seventh Street  Suite 301,Suite 301,400 W 7th St  Suite 301,Bloomington,IN,47404,http://www.hoosierfitexpo.com,Hoosier Fit Expo has a simple mission: to develop a healthier community and a healthier YOU!,-86.537766,39.169285
163,170,Hoosier Half Marathon,Bill,"Bartley, Hoosier Half",info@hoosierhalf.com,,,317-340-7506,"121 N College Ave, Bloomington, IN, 47404",121 N College Ave,c/o Indiana Running Co.,121 N College Ave,Bloomington,IN,47404,http://www.hoosierhalf.com,"Indiana University and the City of Bloomington play host to a challenging race where participants will find 13.1 miles of relentless rolling hills, but be rewarded with amazing views of campus, downtown, and countless Spring blooms. A portion of funds raised will go to the selected charities.",-86.53489,39.166786
164,171,Hoosier Hills Food Bank (HHFB),Ryan,Jochim,volunteer@hhfoodbank.org,https://www.facebook.com/Hoosier-Hills-Food-Bank-48412266243/?ref=aymt_homepage_panel,https://twitter.com/hoosierhillsfb,1-812-334-8374,"2333 West Industrial Park Dr., Bloomington, IN, 47404",2333 West Industrial Park Dr.,,2333 W Industrial Park Dr,Bloomington,IN,47404,http://www.hhfoodbank.org,Collects stores and distributes donated food to nearly 100 nonprofit organizations with feeding programs that directly serve needy and hungry people. Distributes over 3.5 million pounds of food to hungry people each year.,-86.567986,39.17432
165,172,Hoosier National Forest,Bruce,Whittredge,r9_hoosier_website@fs.fed.us,,,812-276-4776,"811 Constitution Ave., Bedford, IN, 47421",811 Constitution Ave.,,811 Constitution Ave,Bedford,IN,47421,http://www.fs.fed.us/r9/hoosier,197 000 acres of public land featuring rolling hills  back-country trails and rural crossroads communities.,-86.518241,38.870513
166,173,Hoosier to Hoosier Community Sale (H2H),Jacqueline,Bauer,h2h@indiana.edu,https://www.facebook.com/Hoosier2Hoosier/,,1-812-349-3837,"1525 S Rogers St, Bloomington, IN, 47404",1525 S Rogers St,The Warehouse,1525 S Rogers St,Bloomington,IN,47404,http://h2h.indiana.edu/,"The mission of the Hoosier-to-Hoosier Community Sale (H2H) is 1) to divert reusable items generated during the student move-out from the landfill, 2) to prevent additional resource consumption by selling collected items to students and community members 3) to raise funds for local charities and other organizations.",-86.5373,39.149082
167,174,Hoosierman Events,Andre,Phillips,chaphill@gmail.com,,,812-322-0466,"9301 S. Fairfax Rd., Bloomington, IN, 47401",9301 S. Fairfax Rd.,,9301 S Fairfax Rd,Bloomington,IN,47401,http://www.hoosiertriathlonseries.com,The mission of Hoosierman is to encourage and promote health and fitness while providing a positive environment for participants to challenge themselves mentally and physically.,-86.48163,39.01632
168,175,Horse-Angels Horse Rescue,Sue,Whitman,sue@horse-angels.org,,,1-812-876-4232,"8262 Switchboard Rd, Spencer, IN, 47460",8262 Switchboard Rd,,8262 Switchboard Rd,Spencer,IN,47460,http://horse-angels.org,We are a non-profit equine rescue and rehabilitation center focused on the mental and physical healing of horses in need with the ultimate goal of finding each horse a safe and loving lifetime home. Our refuge takes on starved abused handicapped and poorly-behaved horses and gives them a second chance at life. While some become functional others require special ongoing care and will remain with us here at Horse-Angels as greeters and horse ambassadors.,-86.752219,39.169433
169,176,Indiana Cutters Football  Inc.,Jay,McCool,dgmccool@indiana.edu,,,812-360-0354,"1114 N. College Ave., Bloomington, IN, 47404",1114 N. College Ave.,,1114 N College Ave,Bloomington,IN,47404,http://www.cuttersfootball.org,The Indiana Cutters football team is an adult  amateur  'semi-pro'  tackle football team based in Bloomington  Indiana.,-86.534355,39.177509
